"Country","NUTS1_ID","NUTS2 code+name","NUTS2_ID","NUTS2_name","Fund","Year","Programming_Period","EU_Payment_annual","Modelled_annual_expenditure","Standard_Deviation_of_annual_expenditure","Standard_Error_of_modelled_annual_expenditure"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2009","2007-2013","100,790,896","124,967,773","3,978,873","125,823"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2010","2007-2013","190,352,320","194,304,808","650,474","20,569"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2011","2007-2013","204,994,016","215,275,044","1,691,984","53,505"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2012","2007-2013","243,079,312","247,301,546","10,445,057","330,301"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2013","2007-2013","220,556,080","218,221,369","4,517,967","142,870"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2014","2007-2013","228,390,416","195,909,576","7,993,183","252,766"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2015","2007-2013","59,765,964","94,723,352","5,764,240","182,281"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2016","2007-2013","751,331","0","0","0"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2017","2007-2013","15,714,412","0","0","0"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ERDF","2018","2007-2013","53,516,968","0","0","0"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2007","2007-2013","12,525,452","18,331,749","800,094","25,301"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2008","2007-2013","18,788,179","31,753,736","1,786,624","56,498"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2009","2007-2013","60,742,495","61,245,171","69,267","2,190"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2010","2007-2013","62,369,068","75,631,440","1,827,524","57,791"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2011","2007-2013","105,283,826","105,792,065","70,034","2,214"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2012","2007-2013","106,928,401","109,155,610","5,152,539","162,937"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2013","2007-2013","97,618,666","97,156,630","851,238","26,918"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2014","2007-2013","98,849,274","89,546,040","4,486,288","141,868"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2015","2007-2013","50,254,440","57,029,452","3,514,817","111,148"
"PL","PL4","PL42 Zachodniopomorskie","PL42","Zachodniopomorskie","ESF","2017","2007-2013","32,282,094","0","0","0"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2007","2007-2013","16,117,598","23,817,607","1,109,418","35,082"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2008","2007-2013","25,788,160","31,851,647","873,628","27,626"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2009","2007-2013","46,095,432","43,861,149","321,915","10,179"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2010","2007-2013","38,612,580","49,170,044","1,521,121","48,102"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2011","2007-2013","73,970,664","79,006,914","725,623","22,946"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2012","2007-2013","90,837,608","100,070,118","6,716,053","212,380"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2013","2007-2013","99,911,328","109,019,178","1,315,651","41,604"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2014","2007-2013","130,748,320","123,728,255","6,559,517","207,430"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2015","2007-2013","96,208,888","90,307,272","5,538,907","175,155"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","CF","2017","2007-2013","32,541,610","0","0","0"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2007","2007-2013","14,951,699","20,031,232","1,056,335","33,404"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2008","2007-2013","22,427,550","33,620,601","2,327,696","73,608"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2009","2007-2013","71,847,976","86,534,621","3,054,221","96,582"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2010","2007-2013","136,693,584","139,845,603","655,491","20,728"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2011","2007-2013","150,610,624","143,490,083","1,480,781","46,826"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2012","2007-2013","119,171,464","117,874,418","269,732","8,529"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2013","2007-2013","113,444,648","114,096,691","135,598","4,287"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2014","2007-2013","116,323,600","105,847,653","2,178,568","68,892"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2015","2007-2013","28,787,378","54,199,633","3,300,260","104,363"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2016","2007-2013","509,602","0","0","0"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2017","2007-2013","8,999,991","0","0","0"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ERDF","2018","2007-2013","31,772,424","0","0","0"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2007","2007-2013","8,999,348","13,171,084","574,855","18,178"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2008","2007-2013","13,499,022","22,814,578","1,283,662","40,592"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2009","2007-2013","43,642,562","44,003,727","49,767","1,573"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2010","2007-2013","44,811,231","54,340,044","1,313,048","41,522"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2011","2007-2013","75,644,834","76,009,996","50,318","1,591"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2012","2007-2013","76,826,436","78,426,653","3,702,021","117,068"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2013","2007-2013","70,137,533","69,805,567","611,601","19,340"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2014","2007-2013","71,021,706","64,337,473","3,223,330","101,930"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2015","2007-2013","36,107,054","40,974,798","2,525,343","79,858"
"PL","PL4","PL43 Lubuskie","PL43","Lubuskie","ESF","2017","2007-2013","23,194,196","0","0","0"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2007","2007-2013","48,811,848","72,131,182","3,359,854","106,247"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2008","2007-2013","78,098,960","96,462,123","2,645,768","83,666"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2009","2007-2013","139,599,168","132,832,684","974,916","30,829"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2010","2007-2013","116,937,488","148,910,562","4,606,686","145,676"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2011","2007-2013","224,018,752","239,270,958","2,197,540","69,492"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2012","2007-2013","275,100,032","303,060,515","20,339,442","643,189"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2013","2007-2013","302,579,616","330,162,571","3,984,425","125,998"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2014","2007-2013","395,968,864","374,708,731","19,865,377","628,198"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2015","2007-2013","291,366,848","273,493,909","16,774,479","530,455"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","CF","2017","2007-2013","98,551,664","0","0","0"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2007","2007-2013","47,964,200","67,371,994","3,197,056","101,099"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2008","2007-2013","71,946,296","111,454,589","6,508,223","205,808"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2009","2007-2013","218,406,800","237,475,453","3,141,190","99,333"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2010","2007-2013","289,095,872","321,255,216","5,297,626","167,525"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2011","2007-2013","408,313,216","401,164,254","1,177,652","37,240"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2012","2007-2013","381,811,424","407,047,689","18,779,948","593,874"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2013","2007-2013","408,301,504","399,570,999","7,082,051","223,954"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2014","2007-2013","401,331,904","349,096,062","14,287,621","451,814"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2015","2007-2013","123,038,056","182,092,024","11,080,608","350,399"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2016","2007-2013","2,502,218","0","0","0"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2017","2007-2013","26,926,290","0","0","0"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ERDF","2018","2007-2013","96,890,504","0","0","0"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2007","2007-2013","16,877,651","24,701,453","1,078,101","34,092"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2008","2007-2013","25,316,477","42,787,156","2,407,419","76,129"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2009","2007-2013","81,848,591","82,525,931","93,335","2,951"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2010","2007-2013","84,040,347","101,910,975","2,462,531","77,872"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2011","2007-2013","141,866,627","142,551,463","94,368","2,984"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2012","2007-2013","144,082,639","147,083,734","6,942,884","219,553"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2013","2007-2013","131,538,066","130,915,488","1,147,016","36,271"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2014","2007-2013","133,196,272","120,660,458","6,045,131","191,163"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2015","2007-2013","67,716,269","76,845,384","4,736,105","149,768"
"PL","PL5","PL51 Dolnośląskie","PL51","Dolnośląskie","ESF","2017","2007-2013","43,499,102","0","0","0"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2007","2007-2013","5,957,680","8,803,897","410,083","12,967"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2008","2007-2013","9,532,288","11,773,584","322,926","10,211"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2009","2007-2013","17,038,632","16,212,756","118,992","3,762"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2010","2007-2013","14,272,687","18,175,127","562,264","17,780"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2011","2007-2013","27,342,380","29,203,972","268,218","8,481"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2012","2007-2013","33,577,052","36,989,739","2,482,509","78,503"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2013","2007-2013","36,931,044","40,297,653","486,314","15,378"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2014","2007-2013","48,329,572","45,734,688","2,424,648","76,674"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2015","2007-2013","35,562,480","33,381,017","2,047,391","64,744"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","CF","2017","2007-2013","12,028,622","0","0","0"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2007","2007-2013","13,492,927","17,549,215","991,285","31,347"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2008","2007-2013","20,239,394","31,318,166","2,707,456","85,617"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2009","2007-2013","75,518,416","88,558,406","3,186,743","100,773"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2010","2007-2013","140,583,200","138,296,478","558,834","17,671"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2011","2007-2013","129,173,296","127,722,815","354,471","11,209"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2012","2007-2013","121,935,928","119,014,054","714,054","22,580"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2013","2007-2013","107,356,848","100,709,980","1,624,377","51,367"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2014","2007-2013","74,191,408","72,850,760","327,630","10,360"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2015","2007-2013","29,330,692","53,973,608","3,306,117","104,548"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2016","2007-2013","676,013","0","0","0"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2017","2007-2013","3,524,359","0","0","0"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ERDF","2018","2007-2013","33,971,004","0","0","0"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2007","2007-2013","8,067,900","11,807,855","515,357","16,297"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2008","2007-2013","12,101,850","20,453,231","1,150,801","36,391"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2009","2007-2013","39,125,484","39,449,267","44,616","1,410"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2010","2007-2013","40,173,193","48,715,758","1,177,145","37,224"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2011","2007-2013","67,815,466","68,142,834","45,110","1,426"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2012","2007-2013","68,874,771","70,309,362","3,318,856","104,951"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2013","2007-2013","62,878,180","62,580,573","548,300","17,338"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2014","2007-2013","63,670,840","57,678,436","2,889,710","91,380"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2015","2007-2013","32,369,913","36,733,837","2,263,965","71,592"
"PL","PL5","PL52 Opolskie","PL52","Opolskie","ESF","2017","2007-2013","20,793,557","0","0","0"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2007","2007-2013","22,232,388","32,853,671","1,530,316","48,392"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2008","2007-2013","35,571,820","43,935,710","1,205,070","38,107"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2009","2007-2013","63,583,388","60,501,451","444,045","14,041"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2010","2007-2013","53,261,652","67,824,465","2,098,212","66,351"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2011","2007-2013","102,034,080","108,981,019","1,000,916","31,651"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2012","2007-2013","125,300,128","138,035,317","9,264,028","292,954"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2013","2007-2013","137,816,272","150,379,513","1,814,791","57,388"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2014","2007-2013","180,352,384","170,669,008","9,048,105","286,126"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2015","2007-2013","132,709,192","124,568,582","7,640,291","241,607"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","CF","2017","2007-2013","44,887,436","0","0","0"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2007","2007-2013","30,942,840","44,320,530","2,018,740","63,838"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2008","2007-2013","46,414,256","67,464,805","3,176,602","100,452"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2009","2007-2013","119,449,704","149,762,864","4,574,363","144,654"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2010","2007-2013","224,622,032","227,953,649","502,752","15,898"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2011","2007-2013","236,181,168","243,047,224","1,036,112","32,764"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2012","2007-2013","260,003,136","262,982,255","11,868,762","375,323"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2013","2007-2013","229,572,704","232,904,648","965,124","30,519"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2014","2007-2013","243,972,864","228,142,935","11,298,309","357,283"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2015","2007-2013","144,733,392","161,556,969","9,872,140","312,184"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2016","2007-2013","1,343,544","0","0","0"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2017","2007-2013","12,429,251","0","0","0"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ERDF","2018","2007-2013","68,470,992","0","0","0"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2007","2007-2013","12,788,542","18,716,796","816,899","25,832"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2008","2007-2013","19,182,813","32,420,703","1,824,150","57,684"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2009","2007-2013","62,018,352","62,531,587","70,722","2,236"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2010","2007-2013","63,679,091","77,220,031","1,865,910","59,005"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2011","2007-2013","107,495,246","108,014,160","71,505","2,261"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2012","2007-2013","109,174,364","111,448,355","5,260,765","166,360"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2013","2007-2013","99,669,084","99,197,344","869,118","27,483"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2014","2007-2013","100,925,540","91,426,898","4,580,520","144,848"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2015","2007-2013","51,310,002","58,227,320","3,588,643","113,482"
"PL","PL6","PL61 Kujawsko-Pomorskie","PL61","Kujawsko-Pomorskie","ESF","2017","2007-2013","32,960,159","0","0","0"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2007","2007-2013","26,894,470","39,743,011","1,851,220","58,540"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2008","2007-2013","43,031,148","53,148,927","1,457,771","46,098"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2009","2007-2013","76,916,680","73,188,467","537,161","16,986"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2010","2007-2013","64,430,496","82,047,095","2,538,203","80,265"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2011","2007-2013","123,430,384","131,834,083","1,210,806","38,289"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2012","2007-2013","151,575,280","166,981,013","11,206,673","354,386"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2013","2007-2013","166,716,048","181,913,763","2,195,347","69,422"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2014","2007-2013","218,171,856","206,457,896","10,945,471","346,126"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2015","2007-2013","160,537,984","150,690,315","9,242,441","292,271"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","CF","2017","2007-2013","54,300,228","0","0","0"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2007","2007-2013","35,840,916","52,048,298","2,306,155","72,927"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2008","2007-2013","53,761,376","74,866,182","3,003,011","94,963"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2009","2007-2013","123,767,960","161,535,709","5,373,988","169,940"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2010","2007-2013","249,047,056","253,928,343","694,560","21,963"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2011","2007-2013","265,238,736","266,772,450","218,232","6,901"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2012","2007-2013","270,326,208","291,186,398","18,654,193","589,897"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2013","2007-2013","278,960,800","296,968,160","7,647,079","241,821"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2014","2007-2013","362,441,088","308,496,256","13,595,287","429,920"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2015","2007-2013","120,453,952","153,895,823","9,450,595","298,854"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2016","2007-2013","6,880,255","0","0","0"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2017","2007-2013","14,859,469","0","0","0"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ERDF","2018","2007-2013","78,119,808","0","0","0"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2007","2007-2013","10,799,959","15,806,386","689,874","21,815"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2008","2007-2013","16,199,939","27,379,374","1,540,500","48,714"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2009","2007-2013","52,374,671","52,808,099","59,725","1,888"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2010","2007-2013","53,777,170","65,212,531","1,575,766","49,830"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2011","2007-2013","90,780,034","91,218,259","60,386","1,909"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2012","2007-2013","92,198,054","94,118,446","4,442,731","140,491"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2013","2007-2013","84,170,819","83,772,433","733,972","23,210"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2014","2007-2013","85,231,900","77,210,270","3,868,261","122,325"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2015","2007-2013","43,331,440","49,173,134","3,030,619","95,836"
"PL","PL6","PL62 Warmińsko-Mazurskie","PL62","Warmińsko-Mazurskie","ESF","2017","2007-2013","27,834,946","0","0","0"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2007","2007-2013","46,939,428","69,364,233","3,230,970","102,172"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2008","2007-2013","75,103,088","92,761,838","2,544,276","80,457"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2009","2007-2013","134,244,144","127,737,228","937,517","29,646"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2010","2007-2013","112,451,784","143,198,369","4,429,974","140,088"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2011","2007-2013","215,425,408","230,092,541","2,113,243","66,826"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2012","2007-2013","264,547,216","291,435,132","19,559,222","618,516"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2013","2007-2013","290,972,672","317,497,547","3,831,583","121,165"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2014","2007-2013","380,779,520","360,334,920","19,103,341","604,100"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2015","2007-2013","280,190,016","263,002,687","16,131,010","510,107"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","CF","2017","2007-2013","94,771,224","0","0","0"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2007","2007-2013","35,917,252","49,825,369","2,429,302","76,821"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2008","2007-2013","53,875,876","80,315,014","4,618,070","146,036"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2009","2007-2013","156,293,168","181,111,118","4,334,900","137,081"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2010","2007-2013","252,430,464","267,947,906","2,710,400","85,710"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2011","2007-2013","312,540,384","311,440,990","192,028","6,072"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2012","2007-2013","308,281,664","320,125,228","12,358,804","390,819"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2013","2007-2013","307,600,480","295,947,046","4,700,145","148,631"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2014","2007-2013","278,624,960","245,804,364","9,820,215","310,542"
"PL","PL6","PL63 Pomorskie","PL63","Pomorskie","ERDF","2015","2007-2013","85,956,648","134,928,240","8,201,148","259,343"
